"workout_date","exercise_name","muscle_group","category","set_number","weight","reps","rpe","tempo","rest_time_actual"
"2025-08-12","Overhead Dumbbell Tricep Press","Triceps","Isolation","1","60","12",,,
"2025-08-12","Overhead Dumbbell Tricep Press","Triceps","Isolation","2","65","8",,,
"2025-08-12","Overhead Dumbbell Tricep Press","Triceps","Isolation","3","60","10",,,
"2025-08-14","Lat Pulldowns","Back","Compound","1","175","12",,,
"2025-08-14","Lat Pulldowns","Back","Compound","2","165","10",,,
"2025-08-14","Lat Pulldowns","Back","Compound","3","160","12",,,
"2025-08-14","Seated Cable Rows","Back","Compound","1","160","12",,,
"2025-08-14","Seated Cable Rows","Back","Compound","2","145","15",,,
"2025-08-14","Seated Cable Rows","Back","Compound","3","150","13",,,
"2025-08-14","Bent-Over Dumbbell Rows","Back","Compound","1","120","12",,,
"2025-08-14","Bent-Over Dumbbell Rows","Back","Compound","2","120","12",,,
"2025-08-14","Bent-Over Dumbbell Rows","Back","Compound","3","120","12",,,
"2025-08-14","Reverse EZ-Bar Curl","Forearms","Isolation","1","60","15",,,
"2025-08-14","Reverse EZ-Bar Curl","Forearms","Isolation","2","60","18",,,
"2025-08-14","Reverse EZ-Bar Curl","Forearms","Isolation","3","60","12",,,
"2025-08-14","Dumbbell Bicep Curls","Biceps","Isolation","1","80","12",,,
"2025-08-14","Dumbbell Bicep Curls","Biceps","Isolation","2","80","12",,,
"2025-08-14","Dumbbell Bicep Curls","Biceps","Isolation","3","80","12",,,
"2025-08-14","Cable Hammer Curl","Biceps","Isolation","1","60","14",,,
"2025-08-14","Cable Hammer Curl","Biceps","Isolation","2","60","12",,,
"2025-08-14","Cable Hammer Curl","Biceps","Isolation","3","55","12",,,
"2025-08-20","Dumbbell Lateral Raises","Shoulders","Isolation","1","70","14",,,
"2025-08-20","Dumbbell Lateral Raises","Shoulders","Isolation","2","70","13",,,
"2025-08-20","Dumbbell Lateral Raises","Shoulders","Isolation","3","70","12",,,
"2025-08-20","Shoulder Press Machine","Shoulders","Compound","1","110","16",,,
"2025-08-20","Shoulder Press Machine","Shoulders","Compound","2","120","13",,,
"2025-08-20","Shoulder Press Machine","Shoulders","Compound","3","125","10",,,
"2025-08-20","Smith Machine Shrug","Shoulders","Isolation","1","205","15",,,
"2025-08-20","Smith Machine Shrug","Shoulders","Isolation","2","225","12",,,
"2025-08-20","Smith Machine Shrug","Shoulders","Isolation","3","225","12",,,
"2025-08-20","Cable Lateral Raise","Shoulders","Isolation","1","60","18",,,
"2025-08-20","Cable Lateral Raise","Shoulders","Isolation","2","80","12",,,
"2025-08-20","Cable Lateral Raise","Shoulders","Isolation","3","80","12",,,
"2025-08-20","Face Pull","Shoulders","Isolation","1","60","18",,,
"2025-08-20","Face Pull","Shoulders","Isolation","2","65","12",,,
"2025-08-20","Face Pull","Shoulders","Isolation","3","65","14",,,
"2025-08-23","Chest Press Machine","Chest","Compound","1","140","20",,,
"2025-08-23","Chest Press Machine","Chest","Compound","2","160","15",,,
"2025-08-23","Chest Press Machine","Chest","Compound","3","170","12",,,
"2025-08-23","Cable Flyes","Chest","Isolation","1","60","12",,,
"2025-08-23","Cable Flyes","Chest","Isolation","2","60","15",,,
"2025-08-23","Cable Flyes","Chest","Isolation","3","70","12",,,
"2025-08-23","Dips","Chest","Compound","1","225","9",,,
"2025-08-23","Dips","Chest","Compound","2","225","9",,,
"2025-08-23","Dips","Chest","Compound","3","225","8",,,
"2025-08-23","Triceps Rope Pushdown","Triceps","Isolation","1","35","23",,,
"2025-08-23","Triceps Rope Pushdown","Triceps","Isolation","2","65","14",,,
"2025-08-23","Triceps Rope Pushdown","Triceps","Isolation","3","65","13",,,
"2025-08-23","Dumbbell Triceps Extension","Triceps","Isolation","1","50","10",,,
"2025-08-23","Dumbbell Triceps Extension","Triceps","Isolation","2","50","13",,,
"2025-08-23","Dumbbell Triceps Extension","Triceps","Isolation","3","50","18",,,
"2025-08-24","Lat Pulldowns","Back","Compound","1","175","12",,,
"2025-08-24","Lat Pulldowns","Back","Compound","2","160","13",,,
"2025-08-24","Lat Pulldowns","Back","Compound","3","160","12",,,
"2025-08-24","Smith Machine Barbell Rows","Back","Compound","1","165","9",,,
"2025-08-24","Smith Machine Barbell Rows","Back","Compound","2","155","12",,,
"2025-08-24","Smith Machine Barbell Rows","Back","Compound","3","155","12",,,
"2025-08-24","Seated Cable Rows","Back","Compound","1","160","12",,,
"2025-08-24","Seated Cable Rows","Back","Compound","2","150","14",,,
"2025-08-24","Seated Cable Rows","Back","Compound","3","145","15",,,
"2025-08-24","Barbell 21s Curl","Biceps","Isolation","1","60","18",,,
"2025-08-24","Barbell 21s Curl","Biceps","Isolation","2","60","18",,,
"2025-08-24","Barbell 21s Curl","Biceps","Isolation","3","60","18",,,
"2025-08-25","Dumbbell Lateral Raises","Shoulders","Isolation","1","70","15",,,
"2025-08-25","Dumbbell Lateral Raises","Shoulders","Isolation","2","70","15",,,
"2025-08-25","Dumbbell Lateral Raises","Shoulders","Isolation","3","80","10",,,
"2025-08-25","Rear Delt Cable Row","Shoulders","Isolation","1","130","12",,,
"2025-08-25","Rear Delt Cable Row","Shoulders","Isolation","2","120","14",,,
"2025-08-25","Rear Delt Cable Row","Shoulders","Isolation","3","115","15",,,
"2025-08-25","Smith Machine Shrug","Shoulders","Isolation","1","235","12",,,
"2025-08-25","Smith Machine Shrug","Shoulders","Isolation","2","235","10",,,
"2025-08-25","Smith Machine Shrug","Shoulders","Isolation","3","225","12",,,
"2025-08-25","Cable Lateral Raise","Shoulders","Isolation","1","60","16",,,
"2025-08-25","Cable Lateral Raise","Shoulders","Isolation","2","80","11",,,
"2025-08-25","Cable Lateral Raise","Shoulders","Isolation","3","60","15",,,
"2025-08-25","Ab Crunch Machine","Core","Isolation","1","200","20",,,
"2025-08-25","Ab Crunch Machine","Core","Isolation","2","242.5","15",,,
"2025-08-25","Ab Crunch Machine","Core","Isolation","3","230","16",,,
"2025-08-26","Smith Machine Incline Press","Chest","Compound","1","135","16",,,
"2025-08-26","Smith Machine Incline Press","Chest","Compound","2","155","13",,,
"2025-08-26","Smith Machine Incline Press","Chest","Compound","3","165","10",,,
"2025-08-26","Pec Fly Machine","Chest","Isolation","1","200","13",,,
"2025-08-26","Pec Fly Machine","Chest","Isolation","2","187.5","14",,,
"2025-08-26","Pec Fly Machine","Chest","Isolation","3","187.5","14",,,
"2025-08-26","Dips","Chest","Compound","1","225","9",,,
"2025-08-26","Dips","Chest","Compound","2","225","9",,,
"2025-08-26","Dips","Chest","Compound","3","225","9",,,
"2025-08-26","Triceps Rope Pushdown","Triceps","Isolation","1","60","14",,,
"2025-08-26","Triceps Rope Pushdown","Triceps","Isolation","2","60","14",,,
"2025-08-26","Triceps Rope Pushdown","Triceps","Isolation","3","70","7",,,
"2025-08-26","Triceps Rope Pushdown","Triceps","Isolation","4","40","11",,,
"2025-08-26","Overhead Dumbbell Tricep Press","Triceps","Isolation","1","60","12",,,
"2025-08-26","Overhead Dumbbell Tricep Press","Triceps","Isolation","2","60","12",,,
"2025-08-26","Overhead Dumbbell Tricep Press","Triceps","Isolation","3","60","14",,,
"2025-08-27","Lat Pulldowns","Back","Compound","1","175","12",,,
"2025-08-27","Lat Pulldowns","Back","Compound","2","175","12",,,
"2025-08-27","Lat Pulldowns","Back","Compound","3","165","12",,,
"2025-08-27","Smith Machine Barbell Rows","Back","Compound","1","165","11",,,
"2025-08-27","Smith Machine Barbell Rows","Back","Compound","2","165","10",,,
"2025-08-27","Smith Machine Barbell Rows","Back","Compound","3","165","12",,,
"2025-08-27","Seated Cable Rows","Back","Compound","1","130","16",,,
"2025-08-27","Seated Cable Rows","Back","Compound","2","150","15",,,
"2025-08-27","Seated Cable Rows","Back","Compound","3","165","13",,,
"2025-08-27","Seated Cable Rows","Back","Compound","4","140","13",,,
"2025-08-27","Dumbbell Bicep Curls","Biceps","Isolation","1","80","12",,,
"2025-08-27","Dumbbell Bicep Curls","Biceps","Isolation","2","80","12",,,
"2025-08-27","Dumbbell Bicep Curls","Biceps","Isolation","3","80","12",,,
"2025-08-27","Ab Crunch Machine","Core","Isolation","1","200","12",,,
"2025-08-27","Ab Crunch Machine","Core","Isolation","2","180","16",,,
"2025-08-27","Ab Crunch Machine","Core","Isolation","3","187.5","14",,,
"2025-08-27","Preacher Curl Machine","Biceps","Isolation","1","110","12",,,
"2025-08-27","Preacher Curl Machine","Biceps","Isolation","2","105","10",,,
"2025-08-27","Preacher Curl Machine","Biceps","Isolation","3","75","10",,,
"2025-08-28","Dumbbell Lateral Raises","Shoulders","Isolation","1","70","16",,,
"2025-08-28","Dumbbell Lateral Raises","Shoulders","Isolation","2","70","15",,,
"2025-08-28","Dumbbell Lateral Raises","Shoulders","Isolation","3","70","12",,,
"2025-08-28","Smith Machine Shrug","Shoulders","Isolation","1","205","18",,,
"2025-08-28","Smith Machine Shrug","Shoulders","Isolation","2","225","13",,,
"2025-08-28","Smith Machine Shrug","Shoulders","Isolation","3","235","12",,,
"2025-08-28","Shoulder Press Machine","Shoulders","Compound","1","120","14",,,
"2025-08-28","Shoulder Press Machine","Shoulders","Compound","2","122.5","13",,,
"2025-08-28","Shoulder Press Machine","Shoulders","Compound","3","125","12",,,
"2025-08-29","Dips","Chest","Compound","1","225","10",,,
"2025-08-29","Dips","Chest","Compound","2","225","9",,,
"2025-08-29","Dips","Chest","Compound","3","225","10",,,
"2025-08-29","Incline Dumbbell Flyes","Chest","Isolation","1","80","17",,,
"2025-08-29","Incline Dumbbell Flyes","Chest","Isolation","2","90","18",,,
"2025-08-29","Incline Dumbbell Flyes","Chest","Isolation","3","110","15",,,
"2025-08-29","Lower Cable Flyes","Chest","Isolation","1","40","15",,,
"2025-08-29","Lower Cable Flyes","Chest","Isolation","2","50","12",,,
"2025-08-29","Lower Cable Flyes","Chest","Isolation","3","55","12",,,
"2025-08-29","Single-Arm Cable Tricep Pushdown","Triceps","Isolation","1","60","20",,,
"2025-08-29","Single-Arm Cable Tricep Pushdown","Triceps","Isolation","2","100","12",,,
"2025-08-29","Single-Arm Cable Tricep Pushdown","Triceps","Isolation","3","100","12",,,
